,GEO_NAME,employed,unemployed,5 to 14 years,african american,all occupations,average total income of household in 2020 ($),between 7 a.m. and 7:59 a.m.,"black, n.o.s.","caucasian (white), n.o.s.",chinese,filipino,government transfers (%),indigenous identity,major repairs needed,median value of dwellings ($),movers,"no certificate, diploma or degree",not in the labour force,one-maintainer household,"postsecondary certificate, diploma or degree",public transit,renter,"south asian, n.o.s.",spending 30% or more of income on shelter costs,total visible minority population,under 5 years,average number of rooms per dwelling,2000 and before,65 years and over
97,59150424,0.41,0.71,-0.4,-0.1,0.33,0.01,-0.21,-0.09,-0.63,-0.73,-0.33,-0.3,0.55,0.9,0.21,-0.76,-0.42,0.01,-0.82,-0.37,0.13,-0.14,-0.15,-0.44,-0.79,0.05,0.22,0.57,0.21
98,59150425,-1.1,0.08,-1.29,-0.1,0.09,0.11,-1.25,-0.09,-0.63,-0.31,3.21,0.72,0.53,0.03,0.31,-1.25,1.37,0.85,-0.7,-1.36,0.93,-0.57,-0.15,-1.43,0.87,-0.53,0.48,0.33,0.35
99,59150426,-0.16,0.46,1.58,-0.1,0.09,0.33,-1.02,-0.09,-0.63,0.57,0.12,0.48,0.26,-0.16,0.26,0.04,0.43,0.76,0.0,-0.95,0.82,0.13,-0.15,-0.14,0.06,-0.43,0.22,-0.06,-0.25
100,59150427,0.41,-2.16,-1.38,-0.1,0.6,0.21,0.38,-0.09,-0.63,0.72,-0.22,-0.22,-0.46,-1.17,0.21,-0.54,-0.18,-1.25,-0.65,-0.29,-0.23,-0.12,-0.15,0.56,0.46,0.4,0.42,-0.28,-0.62
101,59150428,-1.34,-0.72,-1.53,-0.1,0.6,0.42,-0.31,-0.09,-0.63,0.65,-0.44,1.44,-0.46,-0.06,0.32,-1.49,1.15,1.78,0.71,-1.17,-0.62,-0.08,-0.15,-1.1,0.23,-1.4,-0.03,0.49,2.51
102,59150429,-0.99,1.09,-0.53,-0.1,-0.6,0.23,-0.59,-0.09,-0.63,1.76,-0.28,1.06,-0.46,0.07,0.26,-0.18,0.9,0.19,-0.21,-1.27,0.0,-0.9,-0.15,-0.43,1.0,-0.55,1.05,0.17,0.53
103,59150430,0.22,-1.26,-1.69,-0.1,0.09,0.24,-0.29,-0.09,0.48,0.9,0.12,-0.02,-0.46,-1.17,0.15,-0.5,0.02,-0.37,-1.46,-0.21,0.37,-0.11,-0.15,-1.22,0.56,-0.15,0.35,-0.33,-0.47
104,59150431,0.68,-0.97,-0.41,-0.1,0.6,0.16,0.71,-0.09,-0.63,1.22,0.4,0.45,-0.46,-1.17,0.21,0.46,0.49,0.08,-0.36,-0.75,1.57,-0.09,-0.15,-0.25,0.99,0.4,0.67,-0.35,0.16
105,59150432,0.28,0.28,-1.06,-0.1,0.36,0.36,0.34,-0.09,-0.63,0.22,0.5,1.08,-0.23,-0.35,0.32,-0.34,0.23,-0.64,-0.44,-0.77,2.15,0.47,-0.15,-0.39,0.45,-0.25,-0.03,0.26,-0.22
106,59150433,-0.05,2.26,0.69,-0.1,-0.31,0.01,1.34,-0.09,-0.63,1.05,0.04,0.43,-0.04,-0.01,0.31,-0.16,1.15,0.18,-1.53,-2.11,-0.08,-0.63,-0.15,-1.52,0.57,0.46,0.67,0.51,-0.5
107,59150434,-1.62,1.09,-1.03,-0.1,0.01,0.35,-1.5,-0.09,-0.63,0.84,0.38,0.55,0.83,-1.17,0.32,0.07,1.4,0.3,-0.9,-1.37,0.54,-0.81,-0.15,1.51,0.95,-1.4,0.48,-0.22,-0.04
108,59150435,0.58,0.33,0.2,-0.1,0.25,0.29,0.51,-0.09,-0.63,1.24,2.4,0.94,-0.12,-0.25,0.43,-1.36,1.35,0.25,-1.15,-1.82,0.97,-0.77,-0.15,-0.02,1.52,-0.66,0.29,0.31,-0.43
109,59150436,-0.51,0.82,-0.56,-0.1,-0.25,0.32,1.08,-0.09,-0.63,0.95,1.04,0.69,0.32,0.03,0.6,-0.65,0.79,-0.02,-0.4,-0.76,0.29,-0.55,-0.15,0.01,1.02,0.01,-0.29,-0.75,0.25
110,59150437,0.09,-0.05,0.02,-0.1,0.23,0.4,0.01,-0.09,-0.63,1.24,-0.25,0.29,-0.21,-0.69,0.76,0.1,0.95,0.16,0.52,-0.57,1.05,0.01,-0.15,0.53,1.21,-0.31,-0.99,-2.67,-1.05
111,59150438,-0.27,-0.8,-0.88,-0.1,0.31,0.28,-0.31,-0.09,-0.63,1.17,1.32,0.74,-0.46,-1.17,0.6,0.6,1.49,0.83,-0.09,-1.17,0.91,-0.81,-0.15,0.34,1.54,0.05,-0.48,-1.64,0.07
112,59150439,-0.87,0.01,-0.06,-0.1,0.6,0.39,-1.58,-0.09,-0.63,1.78,0.31,1.68,-0.46,0.94,0.32,-0.57,1.67,-0.44,0.24,-1.59,-1.16,0.09,-0.15,0.43,1.75,0.22,-0.16,-0.23,0.15
113,59150440,-0.87,1.07,-1.35,-0.1,-0.76,0.07,-0.26,-0.09,-0.63,0.9,0.28,0.57,-0.46,0.03,0.31,-1.05,1.66,0.81,-1.2,-1.67,-0.38,-0.96,-0.15,-1.18,0.96,-0.64,0.67,-0.53,0.61
114,59150442,-0.77,-0.84,0.09,-0.1,-0.73,0.36,-1.63,-0.09,-0.63,2.29,-0.47,1.39,-0.46,-1.17,0.26,-1.0,1.18,1.34,-0.21,-1.55,-0.32,-1.15,-0.15,-0.53,1.49,-0.9,0.73,-1.26,1.04
115,59150443,0.73,-0.4,0.49,-0.1,-0.31,0.27,0.3,-0.09,-0.63,1.16,1.22,0.21,0.15,-1.17,0.32,0.35,0.56,-0.16,-0.81,-0.13,0.18,0.2,2.59,-0.84,1.14,-0.76,-0.03,-1.4,-0.31
116,59150444,-0.87,0.31,0.65,-0.1,-0.31,0.1,-0.77,-0.09,-0.63,0.33,2.09,0.41,0.07,0.3,0.19,-0.63,1.04,0.23,-0.21,-1.68,-0.75,-0.35,-0.15,0.2,1.16,-0.53,0.61,-0.68,0.24
117,59150445,-1.81,-1.52,-1.25,-0.1,-0.36,0.31,0.62,-0.09,-0.63,1.95,1.43,1.27,-0.46,-1.17,0.15,-0.88,1.1,0.76,-0.55,-1.37,0.18,-0.6,-0.15,-0.07,1.29,0.24,0.8,-0.49,0.72
118,59150446,-0.8,0.1,0.69,-0.1,-0.25,0.26,0.02,-0.09,-0.63,1.88,1.12,0.55,-0.46,-1.17,0.04,-0.26,0.59,-0.39,0.09,-1.25,-0.22,-0.5,-0.15,0.36,1.73,0.2,0.42,-1.34,0.03
119,59150447,-1.15,1.85,-0.8,-0.1,-0.62,0.52,-1.01,-0.09,0.58,1.14,3.44,2.07,-0.46,-1.17,0.32,-0.55,0.55,1.18,-0.01,-0.93,1.45,1.38,-0.15,1.63,1.49,-0.11,-0.92,-1.57,1.84
120,59150448,0.24,0.49,-1.35,-0.1,0.6,0.53,0.64,-0.09,0.23,0.01,2.02,1.87,0.09,0.83,0.48,-0.67,0.34,1.27,0.55,-0.5,1.49,0.21,-0.15,-0.67,0.38,-0.45,-0.67,0.12,0.94
121,59150449,0.51,0.18,1.25,-0.1,-0.15,0.05,1.74,-0.09,-0.63,1.3,0.73,-0.1,-0.08,-1.17,0.15,-0.39,0.32,-0.15,-0.86,-0.85,0.85,-0.2,-0.15,-0.37,1.44,-0.19,0.1,-1.22,-0.65
122,59150450,-0.19,-1.02,0.52,-0.1,0.6,0.17,1.27,-0.09,-0.63,0.78,1.22,0.5,-0.46,0.56,0.21,-0.8,-0.11,1.63,-2.0,-1.22,0.45,-1.26,-0.15,-0.31,1.3,-0.64,1.24,0.13,0.85
123,59150451,-1.33,-0.93,-1.34,-0.1,-0.54,0.32,0.46,-0.09,-0.63,1.38,-0.85,0.67,0.91,-1.17,0.1,0.1,0.77,1.01,0.26,-1.26,-0.6,-0.27,-0.15,0.5,1.16,-1.4,0.35,-0.08,1.69
124,59150452,-0.26,-1.32,0.99,-0.1,0.6,0.05,1.08,-0.09,-0.63,1.62,0.75,0.43,-0.46,-1.17,-0.12,-0.8,1.44,0.72,-1.16,-1.8,-0.55,-0.56,-0.15,-1.38,1.38,0.24,0.86,-1.36,0.3
125,59150453,0.37,-0.67,0.86,-0.1,0.17,0.21,-1.49,-0.09,-0.63,1.3,1.05,0.17,-0.46,-1.17,0.04,-1.24,1.1,1.06,-0.63,-1.68,-0.11,-0.11,-0.15,0.63,1.57,-0.74,0.35,-0.46,-1.14
126,59150454,-1.04,-0.63,-0.33,-0.1,-1.08,0.31,0.23,-0.09,-0.63,1.48,0.59,1.22,-0.46,-1.17,0.21,-0.34,1.19,1.08,-0.21,-1.23,-0.54,-0.38,-0.15,0.07,1.63,0.19,0.61,-0.52,1.14
127,59150455,-0.99,-0.11,-0.79,-0.1,-0.01,0.25,-0.81,-0.09,-0.63,1.64,0.38,0.95,-0.1,-0.54,0.21,-0.01,1.01,1.13,-0.92,-1.05,-0.61,-0.34,-0.15,0.15,1.54,-0.43,0.42,-0.64,0.46
128,59150457,0.21,-0.2,-1.3,-0.1,-0.01,0.22,0.99,-0.09,-0.63,1.04,0.9,0.5,-0.17,0.35,0.15,-0.96,0.97,-0.06,-0.52,-1.07,0.06,-0.46,-0.15,-0.87,1.33,-0.09,0.42,-1.47,-0.01
129,59150459,0.73,-0.44,0.57,-0.1,-0.25,0.32,-0.26,-0.09,-0.63,-0.15,3.92,0.5,0.05,0.88,0.04,-0.75,0.1,-0.61,-0.53,-0.63,0.53,0.57,-0.15,-0.4,1.48,-0.68,-0.09,-0.79,0.93
130,59150460,-0.21,0.03,0.91,-0.1,-0.68,0.27,1.38,-0.09,-0.63,-0.52,1.9,1.42,-0.46,0.51,0.23,0.43,1.18,0.42,-0.9,-1.59,-0.06,0.14,-0.15,0.39,1.64,-0.59,0.29,-0.67,-0.79
131,59150461,-0.63,-2.16,0.25,-0.1,0.6,0.31,-2.87,-0.09,-0.63,-0.19,-0.85,1.92,-0.46,-1.17,0.19,-1.09,1.08,0.3,-1.97,-1.62,0.51,-0.77,-0.15,0.2,1.84,-1.4,0.73,-1.55,1.25
132,59150462,-0.08,-0.02,-0.11,-0.1,0.6,0.19,-1.47,-0.09,-0.63,-1.2,2.56,0.14,-0.46,0.24,0.15,1.05,2.02,-0.58,-0.36,-1.52,-0.58,0.27,-0.15,0.43,1.19,-1.4,0.16,-0.61,-0.47
133,59150463,0.15,0.65,-1.51,-0.1,0.6,0.25,0.08,-0.09,-0.63,0.32,1.47,0.89,0.13,-1.17,0.26,-0.76,0.87,-0.38,-0.55,-1.0,0.56,0.21,-0.15,-0.79,1.53,-0.35,0.16,-0.32,0.14
134,59150465,-0.63,-1.11,-0.67,-0.1,0.6,0.21,-0.97,-0.09,-0.63,-0.05,2.99,0.33,-0.46,0.07,0.26,0.22,0.82,-0.82,-0.08,-0.79,0.9,-0.67,-0.15,-0.21,1.42,-1.4,0.61,-0.03,-0.13
135,59150466,-0.63,3.95,-1.45,-0.1,-2.19,0.26,-0.71,-0.09,-0.63,0.7,1.8,1.37,-0.46,-1.17,0.31,-0.59,2.33,-0.21,-1.35,-1.59,1.5,-0.82,-0.15,-0.82,1.7,-1.4,0.35,-0.86,0.42
136,59150468,-0.71,1.42,0.1,-0.1,-0.76,-0.24,0.9,-0.09,-0.63,1.06,0.62,-0.05,-0.46,-0.2,0.04,-0.11,1.03,-0.27,-0.51,-1.13,-1.19,-0.41,-0.15,-0.91,1.5,-0.57,0.86,-1.08,-0.52
137,59150469,-1.6,1.06,0.48,-0.1,-0.54,0.29,-0.89,-0.09,-0.63,1.01,0.46,0.77,-0.46,-0.31,0.26,-0.33,1.1,-0.28,-0.74,-1.23,0.94,-0.31,-0.15,-1.06,1.51,-0.33,0.54,0.12,-0.3
138,59150470,-0.18,0.9,0.41,-0.1,0.6,0.19,-0.14,-0.09,-0.63,1.1,1.24,0.53,-0.46,-1.17,0.32,-0.6,0.76,-0.5,-0.59,-0.48,1.15,0.08,-0.15,-2.97,1.76,-0.03,-0.09,-0.53,-0.95
139,59150471,-0.16,0.65,-1.35,-0.1,-1.48,0.33,0.46,-0.09,-0.63,0.07,0.92,0.69,-0.1,-1.17,0.26,-0.65,1.33,0.65,-0.39,-1.2,1.08,0.11,-0.15,-0.31,1.08,-0.78,0.29,-0.22,0.65
140,59150472,-0.34,-1.46,0.48,-0.1,0.6,0.13,0.7,-0.09,-0.63,0.37,2.4,0.67,-0.46,-0.05,0.26,0.02,0.82,0.62,-1.14,-0.83,0.23,-0.68,-0.15,-0.66,1.24,0.15,1.12,-0.67,-0.04
141,59150473,-0.56,-0.91,-0.32,-0.1,-0.17,0.17,-0.02,-0.09,-0.63,0.7,0.04,0.33,-0.15,0.11,0.15,-0.16,1.37,0.04,-0.65,-1.13,-0.38,-0.25,-0.15,-0.37,0.97,-0.15,0.29,-0.31,-0.35
142,59150474,-0.3,0.11,-1.04,-0.1,0.6,0.28,0.19,-0.09,-0.63,-0.55,-0.22,1.1,-0.46,-1.17,0.21,-0.02,0.6,0.26,0.13,-1.61,1.81,-0.28,-0.15,-0.25,1.09,0.22,0.29,-0.1,0.79
143,59150475,-0.7,-0.31,-0.17,-0.1,0.25,0.48,0.22,-0.09,0.38,-0.35,0.76,1.47,-0.19,-0.61,0.48,0.23,-0.02,0.87,0.2,-0.42,0.12,-0.1,-0.15,-0.17,1.1,-0.72,-0.54,0.54,0.77
144,59150476,0.21,-0.71,-0.01,-0.1,0.09,0.33,-0.18,-0.09,-0.63,-0.88,1.93,0.6,0.02,-0.01,0.15,0.87,0.38,-0.57,-0.44,-0.15,1.99,0.36,-0.15,-0.55,0.59,-0.19,0.03,-0.81,-0.37
145,59150477,-0.12,0.34,-0.48,-0.1,-0.68,0.06,-0.09,-0.09,-0.63,0.02,0.48,0.45,0.24,-1.17,0.15,-1.44,0.1,1.0,-0.74,0.17,0.78,0.07,-0.15,-0.32,1.19,-0.74,0.29,0.04,-0.21
146,59150478,0.33,-0.4,-0.43,-0.1,0.6,0.26,-0.02,-0.09,-0.63,-0.43,1.35,0.72,-0.46,-0.12,0.04,-0.53,0.82,-0.71,-0.86,-1.23,0.4,-0.2,-0.15,-0.67,1.34,-0.45,0.48,-0.85,-0.34
147,59150479,0.92,-2.16,-0.93,-0.1,0.6,0.36,-1.06,-0.09,-0.63,-0.79,4.24,0.07,-0.46,-1.17,0.26,-0.91,1.48,-0.74,-0.33,-0.79,0.07,0.68,-0.15,-1.38,1.31,0.36,0.1,-0.04,-0.4
148,59150480,0.29,0.28,0.86,-0.1,0.6,0.22,-0.1,-0.09,0.94,-0.45,2.4,0.38,-0.46,0.37,0.26,-0.13,0.6,-0.38,-0.96,-1.3,1.67,0.45,-0.15,0.2,1.36,-0.61,-0.03,-0.51,0.02
149,59150481,-0.95,-0.73,-1.8,-0.1,0.01,0.37,0.55,-0.09,-0.63,0.39,1.01,1.2,-0.46,-1.17,0.31,-0.9,0.1,-0.19,-0.33,-1.68,2.53,-0.52,-0.15,0.41,1.63,1.37,-0.03,-0.36,1.52
150,59150482,0.19,-0.83,0.35,-0.1,0.07,0.02,0.63,-0.09,-0.63,-0.08,1.76,0.47,-0.46,-0.08,0.32,-1.31,0.15,0.45,-0.28,-0.72,0.54,-0.65,-0.15,-0.32,1.4,0.07,0.86,-0.26,0.2
151,59150483,0.25,-0.67,-0.22,-0.1,0.17,0.06,0.24,-0.09,-0.63,0.65,0.44,0.29,-0.46,-0.08,0.04,-0.38,0.7,0.11,-1.68,-1.13,0.74,-0.46,11.48,-2.13,1.51,-0.41,0.16,-1.06,0.62
152,59150484,0.19,-1.09,-0.14,-0.1,0.01,0.23,0.18,-0.09,-0.63,0.52,1.15,0.77,-0.46,-1.17,0.1,-0.33,0.96,-0.08,-1.58,-1.07,0.9,-0.23,-0.15,0.01,1.45,-0.41,0.48,-1.01,0.03
153,59150485,-1.24,-0.77,-0.25,-0.1,0.09,0.19,-0.29,-0.09,-0.63,2.73,0.31,0.21,-0.46,-1.17,0.04,-1.16,0.06,1.04,-0.67,-0.35,0.37,-1.02,-0.15,-1.63,1.66,-0.43,0.86,0.33,1.31
154,59150486,-1.33,-1.11,0.57,-0.1,0.6,0.25,-1.3,-0.09,-0.63,0.43,-0.85,0.14,-0.46,2.93,0.65,0.29,-0.49,1.62,0.33,-0.01,-0.96,-2.06,-0.15,-0.22,0.25,0.4,0.03,1.42,2.07
155,59150487,-0.69,-0.58,0.36,-0.1,0.25,0.36,-0.09,-0.09,-0.63,1.54,-0.85,0.55,-0.46,-1.17,0.26,0.46,-0.79,0.65,-0.14,-0.74,0.13,-0.27,-0.15,1.87,1.27,-0.68,-0.16,-2.26,-0.17
156,59150488,0.13,0.01,0.33,-0.1,0.09,0.48,-0.37,-0.09,-0.38,1.82,-0.22,-0.39,-0.46,-0.56,0.65,2.64,-0.6,-0.08,0.94,0.52,1.48,0.58,-0.15,2.68,1.34,0.3,-1.24,-3.29,-0.68
157,59150489,0.52,-0.43,2.08,-0.1,0.2,0.55,0.86,-0.09,0.63,1.06,0.22,0.23,-0.46,-1.17,0.6,2.25,-0.69,-0.48,0.36,0.39,1.62,0.76,-0.15,1.99,1.08,-0.03,-0.86,-2.26,-1.09
158,59150490,-0.55,1.3,1.5,-0.1,-1.66,0.12,0.46,-0.09,-0.63,1.75,0.01,0.19,-0.46,0.6,0.15,-1.63,-0.75,0.23,-0.67,0.22,-0.6,-1.02,-0.15,-0.35,1.03,0.56,0.54,-0.62,0.53
159,59150491,0.28,1.32,-0.28,-0.1,0.12,0.5,-0.54,-0.09,-0.63,-0.61,0.7,0.62,0.36,1.34,-3.27,-0.09,-0.38,-0.44,0.42,0.56,1.95,1.84,-0.15,-0.46,0.05,-1.4,-1.11,1.14,-0.92
160,59150492,-0.42,-0.55,0.14,-0.1,0.6,0.29,-0.75,-0.09,-0.63,1.41,1.11,0.31,-0.46,-0.41,0.26,-0.55,-0.4,0.76,0.11,-0.34,-0.14,-0.18,-0.15,-0.06,1.13,0.28,-0.03,-0.05,-0.51
161,59150493,0.48,2.96,0.23,15.74,0.15,0.68,-1.02,-0.09,0.63,-0.8,0.44,1.15,0.62,1.3,-3.27,-0.03,0.23,-0.8,1.26,-0.49,3.19,2.24,3.11,1.7,-0.25,-1.4,-1.24,1.19,-1.41
162,59150494,0.59,-0.28,-0.95,-0.1,0.6,0.61,0.66,-0.09,-0.63,-0.45,1.18,0.45,0.26,0.94,0.92,-0.45,-0.27,-0.93,2.0,0.1,1.83,1.64,-0.15,0.62,-0.34,0.34,-1.3,0.9,-0.94
163,59150495,0.09,1.0,-0.15,-0.1,-0.38,0.55,-0.9,-0.09,0.79,-0.65,1.18,-0.0,-0.46,-0.63,0.87,-0.76,-0.56,-1.78,1.3,-0.09,1.26,1.15,-0.15,0.25,-0.23,-0.23,-1.3,-0.66,-0.73
164,59150496,0.54,0.76,-0.83,-0.1,-0.12,0.56,0.27,-0.09,-0.63,-0.36,0.51,0.72,0.32,1.02,-3.27,1.02,-0.66,-0.59,1.55,0.19,1.54,2.1,-0.15,0.2,0.38,-0.45,-1.37,1.36,-1.06
165,59150497,0.53,0.29,0.12,-0.1,0.31,0.54,0.07,-0.09,0.94,-1.16,3.79,0.91,0.19,0.28,-3.27,-0.69,-0.35,-1.1,0.52,0.46,1.27,2.19,-0.15,0.84,0.3,0.42,-1.24,1.12,0.02
166,59150498,0.56,1.15,0.33,-0.1,-0.04,0.59,-0.69,-0.09,2.25,-0.46,1.17,0.96,0.07,1.63,0.88,0.12,0.28,0.2,1.12,-0.2,2.12,1.52,-0.15,-0.01,-0.09,-0.57,-1.37,1.08,-0.68
167,59150499,0.54,1.78,-0.61,-0.1,-0.97,0.63,-0.69,-0.09,-0.63,-0.8,1.64,0.67,0.24,-0.42,-3.27,-0.18,-0.14,-1.01,1.39,0.37,0.85,2.2,-0.15,0.5,0.1,0.15,-1.3,1.21,-0.39
168,59150500,0.77,1.31,-0.51,-0.1,-0.65,0.48,0.12,-0.09,0.03,-1.08,1.59,0.26,0.11,-0.71,-3.27,0.38,-0.2,-0.75,0.86,-0.22,1.12,2.21,-0.15,0.72,-0.17,-0.09,-1.18,0.68,-0.94
169,59150503,-0.95,3.81,-1.11,-0.1,-0.97,0.52,0.55,-0.09,-0.63,-0.48,0.67,1.25,0.05,0.68,0.82,-0.65,-0.02,0.51,1.2,0.21,1.44,0.83,-0.15,0.05,0.11,-0.15,-0.86,0.87,0.55
170,59150504,-0.27,-0.92,0.1,-0.1,-0.07,0.34,-0.14,-0.09,0.99,1.7,-0.85,-0.44,-0.27,-0.42,0.04,0.99,-0.22,0.39,0.45,0.33,-0.65,-0.29,-0.15,1.93,0.95,-0.19,0.03,-2.03,-0.47
171,59150505,-0.23,0.57,0.33,-0.1,-0.62,0.15,0.38,-0.09,0.18,1.06,-0.14,-0.2,-0.12,-0.05,0.21,-0.33,0.27,0.73,0.65,0.36,-0.23,-1.13,-0.15,-0.17,0.97,0.4,0.29,-0.12,0.28
172,59150506,-0.86,-0.58,1.19,-0.1,-0.07,-0.23,-1.39,-0.09,-0.63,2.07,-0.85,-0.1,-0.46,-1.17,-0.5,-1.05,-1.07,0.21,-1.41,-0.34,-2.08,-1.71,-0.15,-0.9,1.3,0.58,1.82,-0.28,1.63
173,59150507,-0.28,-0.67,0.59,-0.1,0.09,-0.28,0.71,-0.09,-0.63,2.2,-0.85,-0.36,-0.46,0.33,-0.39,0.77,-0.23,1.78,-1.04,0.22,-1.35,-1.46,-0.15,0.79,1.01,-0.07,1.82,-0.6,0.64
174,59150508,-0.46,-0.44,-0.01,-0.1,-0.52,-0.08,0.46,-0.09,-0.63,2.16,-0.85,-0.58,-0.46,0.56,-0.51,-0.95,-0.67,0.64,-1.05,0.39,-1.29,-1.33,-0.15,0.2,0.8,-1.4,1.18,0.82,0.78
175,59150509,-1.93,-0.3,0.69,-0.1,0.6,-2.53,-1.39,-0.09,-0.63,1.43,-0.85,-1.35,-0.46,-1.17,-0.4,-0.39,-0.61,0.55,0.49,0.2,-1.38,-1.63,-0.15,1.51,0.25,0.74,1.43,0.08,1.19
176,59150510,-1.93,-0.82,-0.03,-0.1,0.6,-0.23,-2.87,-0.09,-0.63,1.53,-0.54,-0.65,-0.46,-1.17,-1.33,0.03,-0.48,2.18,-0.07,0.11,-2.08,-1.35,-0.15,1.63,0.96,-0.68,2.33,0.05,0.0
177,59150511,-1.0,-0.46,0.91,-0.1,-0.49,0.2,0.08,-0.09,-0.63,1.29,-0.54,-0.75,-0.46,-1.17,0.21,1.36,-0.78,-0.03,0.81,0.68,-1.03,0.33,-0.15,1.83,0.97,0.09,-0.67,-3.14,-0.29
178,59150512,-0.63,-0.37,-1.0,-0.1,-0.57,-0.96,-2.87,-0.09,-0.63,2.22,-0.38,-1.18,-0.46,-0.01,-1.61,-0.07,0.16,0.79,0.15,-0.56,-2.08,-0.63,-0.15,1.5,0.82,0.7,1.75,-1.03,0.79
179,59150513,-0.54,-2.16,-0.87,-0.1,0.6,-0.65,1.26,-0.09,-0.63,1.56,-0.85,-0.52,-0.46,-1.17,-0.95,-0.28,-0.09,2.0,0.04,0.2,-0.12,-1.59,-0.15,-0.29,1.29,-1.4,2.2,-0.63,1.67
180,59150514,-2.08,1.15,0.57,-0.1,-2.14,-0.36,-1.89,-0.09,0.13,2.76,-0.85,-0.35,-0.46,0.37,-0.84,-0.22,0.28,1.24,-2.03,-0.07,-0.33,-1.06,-0.15,1.26,1.55,-0.05,1.37,-0.51,0.25
181,59150515,-0.28,-2.16,-0.27,-0.1,0.6,-0.2,-0.65,-0.09,-0.63,1.55,0.76,-0.94,-0.46,0.35,-1.61,-0.08,-0.2,1.62,-0.68,-0.39,-1.03,-1.2,-0.15,1.79,1.66,-0.55,3.09,-0.15,0.33
182,59150516,-1.3,1.02,-0.7,-0.1,-0.01,-0.07,-1.85,-0.09,-0.63,3.28,-0.56,-0.08,-0.46,0.11,-1.06,2.2,0.7,1.31,-1.0,-0.2,-2.08,-0.61,-0.15,2.43,1.33,-0.37,1.69,0.61,-0.06
183,59150517,-0.63,-0.12,1.06,-0.1,-1.56,-0.36,-2.87,-0.09,-0.63,0.65,-0.49,-0.7,-0.46,0.3,-0.8,0.43,-0.16,2.3,-1.12,0.29,1.24,-1.42,-0.15,-0.15,0.84,-1.4,2.83,-0.09,1.21
184,59150518,-1.99,-2.16,-0.17,-0.1,0.6,0.27,-0.21,-0.09,-0.63,2.05,-0.85,-0.29,-0.46,-1.17,-0.77,-0.48,0.51,0.96,0.71,0.03,1.24,-1.24,-0.15,0.7,1.51,-1.4,1.37,-0.48,1.54
185,59150519,-0.06,0.21,1.88,-0.1,-0.84,0.11,-0.17,-0.09,-0.63,0.54,-0.85,-0.46,-0.46,-0.27,0.43,2.02,-0.67,-0.46,-0.33,0.07,1.63,-0.21,-0.15,1.5,1.23,-0.35,0.22,-1.99,-0.84
186,59150520,-0.27,-0.47,0.19,-0.1,-0.31,0.35,-0.09,-0.09,-0.63,0.99,0.28,-0.1,-0.46,0.14,0.6,-0.09,0.05,0.4,0.26,0.64,0.75,-0.18,-0.15,0.61,1.13,-0.51,-0.79,-0.87,0.53
187,59150521,-0.69,0.44,0.33,-0.1,-0.78,-1.04,-1.11,-0.09,-0.63,0.96,0.09,-0.97,-0.46,1.15,-0.77,-0.62,-0.3,0.15,-1.09,0.16,1.41,-0.89,-0.15,0.92,1.22,-0.29,1.56,-0.07,1.07
188,59150522,-0.44,0.64,1.11,-0.1,-2.06,-0.03,-0.79,-0.09,-0.63,1.74,-0.85,-0.41,-0.46,-1.17,-0.46,0.22,-0.66,0.69,-0.48,-0.24,-0.39,-1.13,-0.15,0.57,1.09,-0.17,1.31,-0.97,1.31
189,59150523,-0.37,-1.51,-0.43,-0.1,0.17,-0.37,0.12,-0.09,-0.63,0.56,-0.12,-0.85,-0.46,-1.17,-0.01,-1.52,-0.14,0.74,0.13,1.0,-0.18,-0.86,-0.15,-0.54,0.48,0.58,1.18,-0.63,-0.28
190,59150524,-1.31,0.54,0.67,-0.1,-0.78,0.12,-1.35,-0.09,-0.63,1.08,-0.49,0.24,-0.46,-1.17,0.04,-0.27,0.5,0.95,-1.08,-0.48,-0.73,-0.73,-0.15,0.28,0.94,-0.47,1.05,-0.34,0.23
191,59150526,-1.18,0.82,-0.64,-0.1,0.12,0.27,-0.13,-0.09,-0.63,-0.34,-0.27,1.1,-0.46,-1.17,0.04,-0.88,0.58,1.31,0.05,-0.92,0.43,-0.05,-0.15,0.48,1.18,-0.35,0.29,-0.35,1.38
192,59150527,0.3,-0.5,0.43,-0.1,0.6,0.37,0.84,-0.09,0.03,-0.56,-0.07,0.86,0.68,-0.48,0.26,0.1,0.55,-0.19,-0.42,-0.92,1.12,0.64,1.55,1.62,1.02,-0.07,-0.48,-1.04,-0.96
193,59150529,-0.01,-0.06,0.09,-0.1,0.6,-0.03,0.28,-0.09,-0.63,-0.3,0.28,-0.0,0.64,-1.17,0.15,-0.57,0.07,0.03,-0.88,-0.38,0.92,-0.17,-0.15,-0.83,-0.06,0.76,0.8,0.41,0.03
194,59150530,0.22,1.54,0.38,-0.1,-0.28,0.48,-0.65,-0.09,-0.63,-0.64,1.19,0.91,0.45,-0.35,0.65,-0.72,-0.56,-0.03,0.05,0.58,0.86,0.35,-0.15,-0.48,0.37,-0.64,-0.54,0.51,0.66
195,59150531,0.55,-0.56,-1.21,-0.1,0.28,0.29,0.34,-0.09,-0.63,-0.99,2.71,-0.02,-0.15,-0.54,0.37,-0.93,0.4,-0.65,0.51,0.57,1.19,0.27,-0.15,-0.66,0.39,0.32,-0.16,0.28,-0.37
